timestamps,TP9,AF7,AF8,TP10,Right AUX
1605307691.678,140.137,0.000,-34.180,30.273,0.000
1605307691.682,45.410,-18.066,-49.316,0.488,0.000
1605307691.686,-154.297,-72.266,-71.289,-94.238,0.000
1605307691.690,-180.176,-72.266,-65.918,-106.934,0.000
1605307691.694,-15.625,-32.227,-55.176,-29.297,0.000
1605307691.698,137.207,14.160,-36.621,55.176,0.000
1605307691.702,222.168,134.277,96.680,165.039,0.000
1605307691.705,-63.477,17.578,7.324,-13.672,0.000
1605307691.709,-244.141,-107.910,-98.145,-153.320,0.000
1605307691.713,-43.945,-51.270,-43.945,-38.086,0.000
1605307691.717,106.934,-38.574,-38.086,30.762,0.000
1605307691.721,55.176,-51.270,-58.105,-20.508,0.000
1605307691.725,-134.277,-85.449,-78.613,-106.445,0.000
1605307691.729,-203.613,-78.125,-66.406,-104.492,0.000
1605307691.733,-48.828,-31.738,-45.898,-23.438,0.000
1605307691.737,126.953,14.160,-22.461,55.664,0.000
1605307691.741,93.750,-12.207,-33.203,17.090,0.000
1605307691.745,-110.352,-68.359,-74.219,-89.844,0.000
1605307691.748,-196.289,-65.918,-73.730,-111.328,0.000
1605307691.752,-75.195,-28.809,-62.012,-62.988,0.000
1605307691.756,182.129,51.270,24.414,91.309,0.000
1605307691.760,220.215,48.828,45.410,121.582,0.000
1605307691.764,-58.105,-47.852,-68.359,-58.105,0.000
1605307691.768,-197.754,-69.336,-87.891,-127.441,0.000
1605307691.772,-99.121,-37.598,-59.570,-69.824,0.000
1605307691.776,103.516,2.441,-35.645,34.180,0.000
1605307691.780,134.766,-6.348,-49.316,41.992,0.000
1605307691.784,-45.898,-48.340,-69.824,-48.340,0.000
1605307691.788,-195.312,-69.824,-76.172,-121.582,0.000
1605307691.791,-98.145,-29.785,-49.805,-55.664,0.000
1605307691.795,179.199,34.180,37.598,114.746,0.000
1605307691.799,187.012,21.484,-6.348,82.031,0.000
1605307691.803,-42.480,-44.922,-85.449,-62.500,0.000
1605307691.807,-193.848,-92.285,-82.031,-126.465,0.000
1605307691.811,-149.414,-68.848,-75.195,-86.914,0.000
1605307691.815,61.523,-5.371,-39.062,4.395,0.000
1605307691.819,149.414,-10.254,-33.203,26.855,0.000
1605307691.823,-10.254,-57.617,-60.547,-40.527,0.000
1605307691.827,-187.500,-85.449,-71.289,-116.699,0.000
1605307691.830,-156.250,-47.852,-55.664,-86.426,0.000
1605307691.834,39.062,-2.441,-31.738,11.719,0.000
1605307691.838,135.742,-0.977,-30.273,48.828,0.000
1605307691.842,23.926,-25.391,-45.410,-11.230,0.000
1605307691.846,-160.645,-43.457,-69.824,-101.562,0.000
1605307691.850,-111.816,-26.367,-12.695,-45.898,0.000
1605307691.854,101.562,6.348,39.062,67.383,0.000
1605307691.858,135.254,-2.441,-23.438,47.363,0.000
1605307691.862,16.113,-41.992,-60.059,-22.461,0.000
1605307691.866,-156.738,-77.148,-73.730,-110.840,0.000
1605307691.870,-167.969,-56.152,-54.688,-100.098,0.000
1605307691.873,9.277,-21.973,-38.086,-13.672,0.000
1605307691.877,147.949,4.395,-27.832,51.270,0.000
1605307691.881,45.410,-28.320,-60.059,1.465,0.000
1605307691.885,-127.930,-52.246,-63.965,-65.918,0.000
1605307691.889,-13.184,70.801,100.586,73.730,0.000
1605307691.893,62.500,51.758,41.016,79.590,0.000
1605307691.897,89.355,-35.156,-65.430,20.508,0.000
1605307691.901,57.129,-56.152,-49.316,-1.953,0.000
1605307691.905,-131.836,-80.566,-73.242,-94.727,0.000
1605307691.909,-201.660,-62.988,-64.941,-110.352,0.000
1605307691.913,-71.777,-34.180,-45.410,-41.016,0.000
1605307691.916,103.516,-12.695,-38.086,25.879,0.000
1605307691.920,72.754,-49.316,-62.500,0.000,0.000
1605307691.924,-104.004,-65.918,-74.219,-68.359,0.000
1605307691.928,-192.383,-60.059,-64.453,-96.191,0.000
1605307691.932,-74.219,-37.598,-42.969,-50.293,0.000
1605307691.936,119.629,16.113,-24.414,27.832,0.000
1605307691.940,91.309,-22.949,-62.012,5.859,0.000
1605307691.944,8.301,-11.719,7.812,22.949,0.000
1605307691.948,-63.965,11.230,56.641,16.113,0.000
1605307691.952,-116.699,-51.270,-44.922,-63.965,0.000
1605307691.955,61.523,-20.996,-50.781,-3.906,0.000
1605307691.959,115.234,-14.648,-42.480,25.391,0.000
1605307691.963,-54.688,-51.758,-64.453,-55.176,0.000
1605307691.967,-208.008,-84.961,-81.543,-128.906,0.000
1605307691.971,-131.348,-57.129,-59.570,-77.637,0.000
1605307691.975,62.988,-12.695,-39.062,0.488,0.000
1605307691.979,134.277,-7.812,-38.574,29.297,0.000
1605307691.983,67.383,-0.977,12.207,39.062,0.000
1605307691.987,-130.371,-38.574,-23.438,-68.848,0.000
1605307691.991,-148.926,-44.922,-53.223,-85.938,0.000
1605307691.995,47.363,-12.695,-24.414,15.625,0.000
1605307691.998,115.723,-28.320,-41.992,37.109,0.000
1605307692.002,-18.066,-54.688,-65.430,-18.555,0.000
1605307692.006,-186.523,-69.824,-78.613,-104.492,0.000
1605307692.010,-163.574,-59.082,-70.312,-102.051,0.000
1605307692.014,32.715,-25.391,-50.781,-4.883,0.000
1605307692.018,151.855,22.949,-31.738,48.828,0.000
1605307692.022,26.367,-18.555,-53.223,-16.113,0.000
1605307692.026,-171.875,-83.984,-80.078,-96.680,0.000
1605307692.030,-160.156,-52.246,-53.223,-74.707,0.000
1605307692.034,14.648,-11.230,-52.246,-11.719,0.000
1605307692.038,206.055,43.945,22.949,106.445,0.000
1605307692.041,159.668,46.875,53.711,100.586,0.000
1605307692.045,-146.973,-82.520,-64.453,-95.703,0.000
1605307692.049,-209.473,-87.402,-72.754,-131.836,0.000
1605307692.053,-13.672,-14.160,-35.645,-39.551,0.000
1605307692.057,131.348,-3.906,-24.414,36.133,0.000
1605307692.061,57.129,-35.156,-42.969,-5.859,0.000
1605307692.065,-132.324,-60.059,-58.105,-84.473,0.000
1605307692.069,-194.824,-76.660,-72.266,-109.863,0.000
1605307692.073,-15.625,-24.414,-36.133,-21.484,0.000
1605307692.077,273.438,95.703,92.285,175.293,0.000
1605307692.080,151.855,23.438,0.488,71.289,0.000
1605307692.084,-149.414,-83.984,-105.469,-118.652,0.000
1605307692.088,-216.797,-85.449,-72.266,-118.164,0.000
1605307692.092,-65.430,-47.363,-52.734,-52.246,0.000
1605307692.096,113.770,-5.859,-40.039,23.438,0.000
1605307692.100,96.680,-11.230,-44.434,17.090,0.000
1605307692.104,-77.148,-55.176,-67.871,-69.824,0.000
1605307692.108,-207.031,-83.984,-76.172,-121.582,0.000
1605307692.112,-83.984,-21.973,-42.969,-56.152,0.000
1605307692.116,109.375,20.996,-24.414,34.180,0.000
1605307692.120,94.238,-8.789,-41.504,20.020,0.000
1605307692.123,-81.543,-67.383,-57.617,-75.195,0.000
1605307692.127,-220.703,-69.824,-72.754,-134.277,0.000
1605307692.131,-34.668,1.465,11.230,-3.906,0.000
1605307692.135,202.148,44.434,68.359,126.953,0.000
1605307692.139,118.164,-0.488,-29.785,42.969,0.000
1605307692.143,-74.707,-52.734,-72.754,-65.430,0.000
1605307692.147,-207.031,-69.336,-69.824,-116.699,0.000
1605307692.151,-126.953,-46.387,-43.457,-69.336,0.000
1605307692.155,66.895,-13.672,-33.691,14.648,0.000
1605307692.159,120.605,-6.348,-37.598,28.809,0.000
1605307692.163,-48.340,-52.734,-73.730,-57.129,0.000
1605307692.166,-190.430,-66.406,-67.871,-114.746,0.000
1605307692.170,-13.672,37.598,74.219,43.457,0.000
1605307692.174,124.512,43.945,34.180,85.938,0.000
1605307692.178,100.098,-8.301,-62.988,11.230,0.000
1605307692.182,-20.020,-46.875,-69.336,-41.016,0.000
1605307692.186,-197.754,-87.402,-77.637,-120.605,0.000
1605307692.190,-181.152,-46.875,-53.223,-104.980,0.000
1605307692.194,26.367,-0.977,-34.180,-7.324,0.000
1605307692.198,151.367,6.348,-36.133,42.480,0.000
1605307692.202,32.227,-48.828,-63.477,-14.648,0.000
1605307692.205,-156.738,-76.172,-70.801,-84.473,0.000
1605307692.209,-154.297,-30.273,-50.781,-84.961,0.000
1605307692.213,10.742,-4.883,-40.039,-15.137,0.000
1605307692.217,142.578,30.762,-27.344,46.387,0.000
1605307692.221,60.547,0.977,-48.340,-2.441,0.000
1605307692.225,-117.188,-53.223,-41.992,-66.895,0.000
1605307692.229,-150.879,-48.340,-15.137,-61.523,0.000
1605307692.233,-27.344,-39.551,-40.527,-23.926,0.000
1605307692.237,118.652,-2.441,-39.551,31.250,0.000
1605307692.241,70.312,-17.578,-44.434,-1.953,0.000
1605307692.245,-117.676,-61.523,-66.406,-87.891,0.000
1605307692.248,-196.777,-67.383,-62.988,-107.910,0.000
1605307692.252,-40.527,-14.160,-31.738,-34.180,0.000
1605307692.256,121.582,9.277,-33.203,23.926,0.000
1605307692.260,82.031,-20.508,-41.016,17.090,0.000
1605307692.264,3.418,30.273,54.199,31.738,0.000
1605307692.268,-131.348,-11.230,8.789,-53.711,0.000
1605307692.272,-86.914,-41.504,-60.059,-65.430,0.000
1605307692.276,98.633,-8.301,-33.203,18.066,0.000
1605307692.280,83.008,-41.992,-50.293,0.488,0.000
1605307692.284,-93.262,-70.312,-66.895,-77.148,0.000
1605307692.288,-208.984,-76.172,-74.219,-120.605,0.000
1605307692.291,-105.957,-45.410,-59.082,-80.078,0.000
1605307692.295,83.984,-0.977,-31.738,5.859,0.000
1605307692.299,100.098,6.836,-36.621,19.531,0.000
1605307692.303,-68.359,-53.223,-70.801,-59.082,0.000
1605307692.307,-197.266,-86.914,-66.406,-111.328,0.000
1605307692.311,-109.375,-35.156,-34.668,-59.082,0.000
1605307692.315,62.988,5.859,-22.949,32.227,0.000
1605307692.319,149.902,17.090,8.301,78.125,0.000
1605307692.323,36.133,-12.695,3.418,12.207,0.000
1605307692.327,-184.082,-85.938,-55.176,-107.910,0.000
1605307692.330,-143.066,-59.570,-46.875,-83.008,0.000
1605307692.334,63.965,-2.441,-19.531,17.090,0.000
1605307692.338,126.465,-14.648,-27.832,54.688,0.000
1605307692.342,-15.625,-53.711,-60.547,-21.484,0.000
1605307692.346,-169.922,-77.148,-64.453,-96.680,0.000
1605307692.350,-142.090,-57.617,-42.969,-76.660,0.000
1605307692.354,30.273,-8.789,-19.043,3.418,0.000
1605307692.358,147.949,0.000,7.812,60.059,0.000
1605307692.362,16.113,-43.457,-21.484,-15.625,0.000
1605307692.366,-183.594,-71.289,-53.711,-106.445,0.000
1605307692.370,-183.594,-58.105,-42.480,-92.285,0.000
1605307692.373,-0.488,-25.391,-25.879,-17.578,0.000
1605307692.377,110.352,-4.395,-18.066,29.297,0.000
1605307692.381,-13.184,-32.715,-33.691,-22.461,0.000
1605307692.385,-188.477,-75.195,-49.316,-100.586,0.000
1605307692.389,-194.824,-83.008,-46.387,-105.957,0.000
1605307692.393,0.000,-22.461,-20.508,-2.930,0.000
1605307692.397,148.438,4.395,-18.066,59.570,0.000
1605307692.401,55.664,-32.715,-39.551,-0.488,0.000
1605307692.405,-142.090,-71.777,-53.711,-83.008,0.000
1605307692.409,-196.289,-67.871,-46.875,-101.074,0.000
1605307692.413,-3.906,0.488,-8.301,-1.953,0.000
1605307692.416,166.504,36.621,8.301,74.219,0.000
1605307692.420,80.566,-1.465,-22.461,25.879,0.000
1605307692.424,-113.770,-64.453,-53.223,-77.637,0.000
1605307692.428,-191.406,-81.055,-48.828,-109.863,0.000
1605307692.432,-38.574,-22.949,-14.160,-21.973,0.000
1605307692.436,125.488,-3.418,-16.113,43.457,0.000
1605307692.440,93.750,-15.137,-30.762,22.949,0.000
1605307692.444,-104.492,-60.547,-59.570,-78.125,0.000
1605307692.448,-192.383,-59.082,-60.547,-102.539,0.000
1605307692.452,86.914,112.305,87.402,106.934,0.000
1605307692.455,208.008,98.145,58.105,127.930,0.000
1605307692.459,92.773,-20.020,-47.852,24.902,0.000
1605307692.463,-84.961,-72.754,-54.199,-51.758,0.000
1605307692.467,-217.773,-103.516,-67.383,-116.211,0.000
1605307692.471,-97.656,-52.246,-41.016,-53.711,0.000
1605307692.475,95.703,-20.508,-29.297,21.484,0.000
1605307692.479,108.887,-28.320,-39.062,24.414,0.000
1605307692.483,-76.660,-65.430,-52.246,-55.664,0.000
1605307692.487,-203.125,-61.523,-49.316,-113.281,0.000
1605307692.491,-98.145,-26.855,-36.621,-61.523,0.000
1605307692.495,87.402,-3.418,-27.344,27.832,0.000
1605307692.498,139.648,17.578,-20.996,46.387,0.000
1605307692.502,-58.105,-58.594,-75.684,-64.453,0.000
1605307692.506,-122.559,-0.488,3.418,-44.434,0.000
1605307692.510,6.348,86.426,82.520,47.852,0.000
1605307692.514,59.570,-9.277,-21.484,7.812,0.000
1605307692.518,109.375,-18.066,-44.434,13.672,0.000
1605307692.522,-13.672,-44.922,-64.941,-44.922,0.000
1605307692.526,-185.059,-75.195,-75.684,-119.629,0.000
1605307692.530,-163.086,-69.336,-60.547,-95.215,0.000
1605307692.534,39.062,-23.926,-31.250,9.766,0.000
1605307692.538,129.883,0.488,-36.133,34.668,0.000
1605307692.541,2.930,-20.996,-63.477,-31.738,0.000
1605307692.545,-62.988,43.457,31.738,-8.789,0.000
1605307692.549,-102.051,9.277,8.301,-38.574,0.000
1605307692.553,-10.742,-46.387,-53.223,-31.250,0.000
1605307692.557,125.977,-21.973,-32.227,27.832,0.000
1605307692.561,26.367,-51.758,-38.574,-20.020,0.000
1605307692.565,-159.668,-80.078,-50.781,-98.633,0.000
1605307692.569,-186.523,-62.500,-58.594,-115.234,0.000
1605307692.573,-9.766,-18.066,-37.109,-22.949,0.000
1605307692.577,125.488,-12.695,-35.645,46.875,0.000
1605307692.580,61.523,-6.348,-41.992,2.930,0.000
1605307692.584,-130.859,-32.715,-60.547,-95.703,0.000
1605307692.588,-180.664,-72.754,-61.035,-115.723,0.000
1605307692.592,-16.602,-25.879,-20.508,-25.391,0.000
1605307692.596,108.398,18.555,-29.297,26.367,0.000
1605307692.600,126.465,35.645,23.926,72.266,0.000
1605307692.604,-7.324,6.348,48.340,29.297,0.000
1605307692.608,-203.613,-72.266,-71.777,-110.352,0.000
1605307692.612,-74.219,-36.621,-54.688,-48.340,0.000
1605307692.616,115.723,10.254,-17.090,27.344,0.000
1605307692.620,90.332,-6.836,-29.297,7.324,0.000
1605307692.623,-97.168,-61.523,-60.059,-72.754,0.000
1605307692.627,-199.707,-63.477,-62.012,-105.469,0.000
1605307692.631,-84.473,-34.180,-46.387,-49.805,0.000
1605307692.635,107.422,2.930,-14.648,22.949,0.000
1605307692.639,160.645,40.527,32.715,78.125,0.000
1605307692.643,-54.688,-33.691,-36.133,-33.203,0.000
1605307692.647,-224.609,-90.332,-79.102,-124.512,0.000
1605307692.651,-106.445,-51.758,-43.457,-69.336,0.000
1605307692.655,93.750,1.465,-25.391,10.742,0.000
1605307692.659,121.582,7.812,-23.926,33.203,0.000
1605307692.663,-62.012,-48.340,-52.734,-48.340,0.000
1605307692.666,-206.055,-72.266,-70.312,-116.699,0.000
1605307692.670,-117.676,-40.527,-41.504,-73.730,0.000
1605307692.674,80.078,16.113,-7.812,30.762,0.000
1605307692.678,131.348,9.277,-18.555,51.270,0.000
1605307692.682,-38.086,-55.176,-47.852,-41.016,0.000
1605307692.686,-203.613,-89.355,-57.129,-102.051,0.000
1605307692.690,-145.020,-55.664,-47.852,-71.289,0.000
1605307692.694,85.938,44.434,5.371,45.898,0.000
1605307692.698,163.574,42.480,8.789,76.660,0.000
1605307692.702,-27.344,-50.293,-52.246,-41.504,0.000
1605307692.705,-194.824,-75.195,-71.289,-126.465,0.000
1605307692.709,-155.273,-34.668,-58.105,-103.516,0.000
1605307692.713,30.273,11.719,-41.992,-15.137,0.000
1605307692.717,123.047,7.812,-37.109,20.020,0.000
1605307692.721,1.953,-21.973,-49.316,-45.410,0.000
1605307692.725,-182.617,-60.059,-82.031,-138.672,0.000
1605307692.729,-185.547,-32.227,-64.453,-129.395,0.000
1605307692.733,114.258,130.859,62.988,65.918,0.000
1605307692.737,198.242,113.770,23.438,65.918,0.000
1605307692.741,-5.371,-11.719,-78.613,-73.730,0.000
1605307692.745,-166.992,-55.176,-89.844,-136.230,0.000
1605307692.748,-188.965,-49.805,-79.590,-148.926,0.000
1605307692.752,-14.648,12.695,-50.293,-64.453,0.000
1605307692.756,122.070,34.180,-55.664,-15.625,0.000
1605307692.760,52.246,0.000,-78.125,-48.340,0.000
1605307692.764,-138.672,-63.477,-95.215,-125.000,0.000
1605307692.768,-184.570,-20.020,-78.613,-145.020,0.000
1605307692.772,-8.789,42.969,-50.781,-59.570,0.000
1605307692.776,138.184,30.762,-46.387,1.465,0.000
1605307692.780,87.891,12.695,-69.336,-27.832,0.000
1605307692.784,-114.258,-35.156,-104.004,-124.023,0.000
1605307692.788,-142.090,26.367,-42.969,-104.492,0.000
1605307692.791,52.734,104.980,3.418,9.277,0.000
1605307692.795,153.809,44.922,-52.734,13.184,0.000
1605307692.799,104.980,3.418,-87.402,-24.902,0.000
1605307692.803,-69.824,-36.621,-107.422,-96.680,0.000
1605307692.807,-164.551,-35.156,-90.820,-128.418,0.000
1605307692.811,-49.805,-15.625,-73.242,-75.195,0.000
1605307692.815,138.184,22.949,-54.199,13.184,0.000
1605307692.819,147.949,28.809,-68.848,22.949,0.000
1605307692.823,-26.367,0.000,-78.613,-61.035,0.000
1605307692.827,-27.832,100.098,28.809,-6.836,0.000
1605307692.830,35.645,94.238,-2.930,4.395,0.000
1605307692.834,108.887,26.855,-73.242,-3.906,0.000
1605307692.838,144.043,15.137,-67.383,10.742,0.000
1605307692.842,-14.160,-23.926,-95.703,-66.406,0.000
1605307692.846,-138.672,-31.738,-91.797,-109.375,0.000
1605307692.850,-66.406,-14.160,-74.219,-76.660,0.000
1605307692.854,119.141,31.250,-46.387,11.719,0.000
1605307692.858,176.270,12.695,-49.316,37.109,0.000
1605307692.862,27.832,0.000,-73.730,-35.645,0.000
1605307692.866,-135.254,-12.207,-84.961,-98.633,0.000
1605307692.870,-95.215,-17.090,-69.336,-69.336,0.000
1605307692.873,104.004,50.293,-40.039,27.344,0.000
1605307692.877,164.062,34.180,-59.570,31.738,0.000
1605307692.881,77.148,24.902,-35.156,-3.418,0.000
1605307692.885,-57.129,43.457,-19.531,-37.598,0.000
1605307692.889,-102.051,-9.277,-62.500,-76.660,0.000
1605307692.893,63.965,13.672,-47.363,-0.488,0.000
1605307692.897,159.668,29.297,-38.574,60.059,0.000
1605307692.901,63.477,-0.977,-53.711,0.977,0.000
1605307692.905,-127.441,-49.316,-80.078,-93.750,0.000
1605307692.909,-148.926,-36.621,-66.895,-90.820,0.000
1605307692.913,30.273,-1.953,-45.410,-5.859,0.000
1605307692.916,174.805,32.715,-16.113,77.637,0.000
1605307692.920,176.758,117.188,62.012,106.934,0.000
1605307692.924,-80.078,10.254,-20.996,-50.781,0.000
1605307692.928,-188.477,-76.172,-81.543,-113.281,0.000
1605307692.932,-7.324,-23.926,-51.758,-19.531,0.000
1605307692.936,135.742,-12.207,-46.875,47.363,0.000
1605307692.940,83.008,-6.836,-33.691,15.137,0.000
1605307692.944,-111.328,-34.180,-53.223,-86.426,0.000
1605307692.948,-193.848,-64.941,-60.059,-102.539,0.000
1605307692.952,-32.715,-36.621,-37.598,-22.461,0.000
1605307692.955,150.879,32.227,-25.879,52.734,0.000
1605307692.959,104.492,9.277,-42.969,21.484,0.000
1605307692.963,-95.703,-69.336,-61.523,-77.637,0.000
1605307692.967,-172.363,-53.223,-51.758,-93.750,0.000
1605307692.971,-54.688,-16.113,-39.062,-31.250,0.000
1605307692.975,149.902,31.250,18.066,81.055,0.000
1605307692.979,171.875,39.551,34.180,94.727,0.000
1605307692.983,-74.707,-54.199,-50.781,-47.363,0.000
1605307692.987,-210.449,-80.566,-70.312,-107.910,0.000
1605307692.991,-86.426,-40.527,-41.992,-44.434,0.000
1605307692.995,111.816,0.000,-13.672,51.758,0.000
1605307692.998,127.930,-7.324,-18.555,47.852,0.000
1605307693.002,-36.621,-42.480,-53.711,-30.762,0.000
1605307693.006,-187.012,-74.707,-70.801,-99.121,0.000
1605307693.010,-107.422,-38.086,-26.367,-49.316,0.000
1605307693.014,199.219,120.605,87.891,147.949,0.000
1605307693.018,191.406,69.824,29.785,110.840,0.000
1605307693.022,-66.406,-68.359,-60.547,-60.059,0.000
1605307693.026,-201.172,-91.797,-67.871,-115.723,0.000
1605307693.030,-130.371,-63.965,-57.129,-62.500,0.000
1605307693.034,59.570,-8.789,-25.391,29.297,0.000
1605307693.038,121.582,-25.391,-40.039,33.203,0.000
1605307693.041,-24.414,-64.941,-60.547,-29.785,0.000
1605307693.045,-185.547,-90.332,-69.824,-109.375,0.000
1605307693.049,-133.301,-41.992,-46.875,-81.543,0.000
1605307693.053,65.430,2.441,-20.508,15.625,0.000
1605307693.057,141.602,-3.418,-25.879,55.176,0.000
1605307693.061,4.395,-23.926,-41.504,-10.742,0.000
1605307693.065,-187.012,-71.777,-66.406,-113.281,0.000
1605307693.069,-125.000,-25.879,-17.578,-49.805,0.000
1605307693.073,102.539,48.340,43.457,75.684,0.000
1605307693.077,141.113,6.836,-11.230,50.781,0.000
1605307693.080,24.414,-22.461,-43.457,-19.043,0.000
1605307693.084,-153.809,-63.965,-50.293,-95.215,0.000
1605307693.088,-170.898,-70.312,-37.109,-90.332,0.000
1605307693.092,13.672,-30.273,-21.973,-12.695,0.000
1605307693.096,141.113,-2.441,-26.855,45.410,0.000
1605307693.100,33.203,-43.457,-43.945,-5.859,0.000
1605307693.104,-145.020,-74.219,-50.293,-102.051,0.000
1605307693.108,-104.492,17.578,20.508,-38.574,0.000
1605307693.112,34.668,28.320,21.484,21.973,0.000
1605307693.116,123.047,-0.488,-22.461,30.273,0.000
1605307693.120,56.641,-30.762,-36.621,-2.930,0.000
1605307693.123,-128.906,-93.750,-55.176,-91.309,0.000
1605307693.127,-196.289,-82.031,-48.340,-112.305,0.000
1605307693.131,-48.340,-33.203,-28.809,-29.785,0.000
1605307693.135,124.512,-4.395,-15.137,46.387,0.000
1605307693.139,77.637,-47.363,-27.832,22.461,0.000
1605307693.143,-94.238,-66.406,-37.598,-63.477,0.000
1605307693.147,-176.270,-43.457,-37.598,-104.004,0.000
1605307693.151,-69.336,-34.180,-29.297,-36.133,0.000
1605307693.155,123.047,11.230,-10.742,52.246,0.000
1605307693.159,82.031,-26.855,-43.945,12.207,0.000
1605307693.163,-4.395,-10.254,20.996,11.230,0.000
1605307693.166,-43.457,28.809,77.637,22.461,0.000
1605307693.170,-90.332,-53.223,-16.602,-51.758,0.000
1605307693.174,78.125,-16.602,-20.508,13.672,0.000
1605307693.178,114.258,2.441,-25.391,24.414,0.000
1605307693.182,-68.359,-50.781,-52.734,-65.918,0.000
1605307693.186,-200.195,-83.008,-64.453,-125.488,0.000
1605307693.190,-108.887,-46.875,-41.016,-68.359,0.000
1605307693.194,80.566,-6.836,-23.926,20.508,0.000
1605307693.198,129.395,-6.836,-13.184,42.969,0.000
1605307693.202,93.262,47.852,76.660,71.289,0.000
1605307693.205,-113.770,-10.254,12.695,-40.039,0.000
1605307693.209,-150.391,-63.477,-62.012,-85.449,0.000
1605307693.213,68.848,-8.301,-31.738,21.973,0.000
1605307693.217,128.418,-24.414,-39.062,41.016,0.000
1605307693.221,5.859,-51.758,-53.223,-27.344,0.000
1605307693.225,-166.016,-68.359,-62.012,-96.191,0.000
1605307693.229,-146.973,-54.199,-51.758,-73.242,0.000
1605307693.233,52.246,-13.184,-43.945,9.766,0.000
1605307693.237,158.691,27.832,-29.785,59.570,0.000
1605307693.241,32.715,-5.859,-36.621,-8.301,0.000
1605307693.245,-161.133,-77.148,-64.941,-106.934,0.000
1605307693.248,-155.273,-62.012,-51.270,-82.031,0.000
1605307693.252,5.859,-24.902,-47.363,-16.602,0.000
1605307693.256,200.684,45.898,25.879,105.957,0.000
1605307693.260,163.574,68.848,65.430,113.770,0.000
1605307693.264,-146.484,-79.590,-59.570,-91.309,0.000
1605307693.268,-198.242,-89.844,-78.613,-124.512,0.000
1605307693.272,-7.812,-30.762,-47.363,-24.414,0.000
1605307693.276,132.812,-18.555,-27.344,36.621,0.000
1605307693.280,44.922,-44.922,-40.039,-4.883,0.000
1605307693.284,-146.973,-84.473,-70.312,-87.891,0.000
1605307693.288,-199.707,-69.824,-73.242,-111.328,0.000
1605307693.291,-19.531,-8.301,-36.621,-20.020,0.000
1605307693.295,241.699,80.078,73.730,144.043,0.000
1605307693.299,124.023,21.484,15.625,57.617,0.000
1605307693.303,-146.484,-71.289,-79.102,-104.980,0.000
1605307693.307,-201.660,-75.684,-65.918,-123.047,0.000
1605307693.311,-62.012,-46.875,-38.086,-52.246,0.000
1605307693.315,118.164,2.441,-25.391,41.016,0.000
1605307693.319,84.473,-14.648,-46.875,23.438,0.000
1605307693.323,-105.957,-64.453,-61.035,-74.707,0.000
1605307693.327,-195.312,-82.031,-59.570,-120.605,0.000
1605307693.330,-66.895,-23.926,-31.738,-47.363,0.000
1605307693.334,119.629,21.484,-12.695,50.293,0.000
1605307693.338,90.332,-25.879,-36.621,11.230,0.000
1605307693.342,-90.820,-76.172,-60.547,-88.379,0.000
1605307693.346,-212.402,-66.406,-70.312,-135.254,0.000
1605307693.350,-71.289,-10.254,-11.230,-35.156,0.000
1605307693.354,158.203,34.180,37.598,86.914,0.000
1605307693.358,110.352,-15.137,-23.438,23.926,0.000
1605307693.362,-86.914,-69.824,-56.641,-83.496,0.000
1605307693.366,-209.473,-76.172,-56.152,-120.605,0.000
1605307693.370,-121.582,-40.039,-33.691,-66.895,0.000
1605307693.373,75.195,-9.277,-19.531,17.578,0.000
1605307693.377,129.395,10.254,-26.855,46.387,0.000
1605307693.381,-44.434,-41.016,-58.594,-42.969,0.000
1605307693.385,-181.152,-72.754,-56.152,-112.305,0.000
1605307693.389,-8.301,94.727,62.012,30.762,0.000
1605307693.393,128.906,88.867,38.574,71.289,0.000
1605307693.397,104.492,-21.973,-42.969,15.137,0.000
1605307693.401,-32.227,-58.594,-57.129,-38.574,0.000
1605307693.405,-190.918,-81.543,-72.266,-114.258,0.000
1605307693.409,-160.645,-52.734,-46.875,-85.938,0.000
1605307693.413,23.438,-22.461,-21.973,7.324,0.000
1605307693.416,131.348,-15.137,-17.578,51.270,0.000
1605307693.420,-5.859,-74.707,-39.062,-21.973,0.000
1605307693.424,-181.641,-78.613,-43.945,-96.191,0.000
1605307693.428,-161.621,-33.691,-34.180,-79.102,0.000
1605307693.432,22.949,-14.160,-28.320,8.301,0.000
1605307693.436,152.344,19.043,-10.742,50.781,0.000
1605307693.440,18.555,-32.227,-47.852,-30.273,0.000
1605307693.444,-119.141,-23.926,-10.742,-52.246,0.000
1605307693.448,-83.496,44.922,54.199,-11.719,0.000
1605307693.452,-4.395,-9.766,-11.230,-14.160,0.000
1605307693.455,106.934,-15.625,-38.086,19.043,0.000
1605307693.459,53.711,-28.809,-42.969,-9.766,0.000
1605307693.463,-117.188,-49.805,-53.223,-85.938,0.000
1605307693.467,-188.965,-76.172,-54.688,-113.770,0.000
1605307693.471,-27.344,-27.344,-25.391,-31.738,0.000
1605307693.475,125.977,0.488,-22.949,32.715,0.000
1605307693.479,64.453,-37.598,-37.109,-2.441,0.000
1605307693.483,-13.184,34.668,40.527,8.789,0.000
1605307693.487,-124.512,0.977,7.324,-51.270,0.000
1605307693.491,-69.336,-40.527,-41.504,-53.711,0.000
1605307693.495,110.352,-8.301,-23.926,32.227,0.000
1605307693.498,78.613,-44.434,-40.039,-1.465,0.000
1605307693.502,-102.051,-68.359,-45.898,-86.914,0.000
1605307693.506,-202.148,-71.289,-49.805,-121.582,0.000
