timestamps,TP9,AF7,AF8,TP10,Right AUX
1605290417.984,-45.898,-25.879,-35.645,-39.062,0.000
1605290417.988,-41.992,-22.949,-34.180,-35.156,0.000
1605290417.992,-43.457,-33.203,-33.691,-31.738,0.000
1605290417.996,-47.363,-45.898,-28.320,-33.203,0.000
1605290418.000,-47.852,-37.598,-23.926,-39.551,0.000
1605290418.004,-44.922,-31.250,-26.855,-32.227,0.000
1605290418.008,-53.223,-27.832,-34.668,-39.551,0.000
1605290418.012,-42.969,-50.293,-20.996,-33.691,0.000
1605290418.016,-8.789,-74.707,5.859,-9.277,0.000
1605290418.020,-32.227,-42.969,-19.043,-40.527,0.000
1605290418.023,-51.758,-24.414,-32.227,-53.711,0.000
1605290418.027,-39.551,-22.949,-26.367,-41.504,0.000
1605290418.031,-36.133,-30.273,-27.832,-35.156,0.000
1605290418.035,-38.574,-41.016,-27.832,-37.598,0.000
1605290418.039,-32.715,-38.574,-30.273,-41.992,0.000
1605290418.043,-32.715,-29.297,-37.598,-39.551,0.000
1605290418.047,-34.180,-16.602,-33.691,-28.809,0.000
1605290418.051,-27.832,-21.484,-26.367,-28.320,0.000
1605290418.055,-24.414,-37.598,-32.715,-39.551,0.000
1605290418.059,-23.926,-31.738,-32.715,-41.016,0.000
1605290418.063,-23.926,-23.438,-30.762,-36.621,0.000
1605290418.066,-27.832,-16.602,-34.180,-35.156,0.000
1605290418.070,-10.254,-85.449,-19.043,-14.648,0.000
1605290418.074,-12.207,-92.773,-17.090,-14.160,0.000
1605290418.078,-37.598,-20.508,-29.785,-32.227,0.000
1605290418.082,-34.668,-21.973,-29.297,-31.738,0.000
1605290418.086,-35.645,-22.949,-24.902,-27.832,0.000
1605290418.090,-35.156,-25.879,-20.508,-16.113,0.000
1605290418.094,-32.227,-30.273,-26.855,-22.949,0.000
1605290418.098,-31.738,-30.273,-29.297,-30.273,0.000
1605290418.102,-39.551,-28.320,-36.133,-38.574,0.000
1605290418.105,-36.621,-32.715,-25.879,-25.879,0.000
1605290418.109,-12.695,-44.922,2.441,-0.977,0.000
1605290418.113,-27.832,-32.715,-21.484,-26.855,0.000
1605290418.117,-40.039,-26.367,-42.969,-42.480,0.000
1605290418.121,-40.039,-28.809,-41.016,-41.992,0.000
1605290418.125,-43.457,-28.320,-37.598,-38.574,0.000
1605290418.129,-38.574,-27.344,-30.762,-31.738,0.000
1605290418.133,-37.598,-30.762,-32.227,-37.598,0.000
1605290418.137,-35.645,-37.109,-31.738,-43.457,0.000
1605290418.141,-36.621,-38.574,-33.203,-42.969,0.000
1605290418.145,-31.738,-37.598,-32.715,-36.621,0.000
1605290418.148,-29.297,-35.645,-23.438,-33.691,0.000
1605290418.152,-33.203,-33.691,-24.414,-37.598,0.000
1605290418.156,-31.250,-27.832,-29.785,-40.039,0.000
1605290418.160,-35.156,-26.367,-35.645,-41.504,0.000
1605290418.164,-13.184,-49.316,-13.184,-17.090,0.000
1605290418.168,-12.207,-49.316,-9.766,-17.578,0.000
1605290418.172,-37.598,-29.785,-34.180,-36.621,0.000
1605290418.176,-40.039,-37.109,-37.109,-36.133,0.000
1605290418.180,-41.016,-38.574,-36.621,-37.109,0.000
1605290418.184,-33.203,-30.762,-30.762,-32.227,0.000
1605290418.188,-29.785,-25.391,-27.832,-26.855,0.000
1605290418.191,-36.621,-30.762,-24.414,-23.926,0.000
1605290418.195,-41.992,-32.227,-28.320,-28.809,0.000
1605290418.199,-33.203,-34.668,-25.879,-24.414,0.000
1605290418.203,-22.949,-49.316,-15.137,-9.277,0.000
1605290418.207,-28.809,-36.133,-18.555,-16.113,0.000
1605290418.211,-37.109,-28.320,-25.391,-27.344,0.000
1605290418.215,-36.621,-31.250,-26.367,-29.785,0.000
1605290418.219,-34.668,-27.344,-27.344,-33.203,0.000
1605290418.223,-28.809,-26.367,-27.832,-31.250,0.000
1605290418.227,-23.438,-30.762,-28.320,-16.113,0.000
1605290418.230,-20.996,-26.855,-32.715,-17.578,0.000
1605290418.234,-28.320,-16.113,-34.180,-37.109,0.000
1605290418.238,-29.785,-21.484,-31.250,-39.062,0.000
1605290418.242,-16.113,-22.949,-28.320,-32.227,0.000
1605290418.246,-20.996,-15.137,-26.855,-28.320,0.000
1605290418.250,-22.949,-13.672,-30.273,-26.855,0.000
1605290418.254,-21.973,-15.625,-39.062,-28.809,0.000
1605290418.258,-21.484,-44.434,-30.762,-24.902,0.000
1605290418.262,-19.531,-49.316,-32.227,-26.367,0.000
1605290418.266,-20.508,-19.043,-43.457,-30.273,0.000
1605290418.270,-20.996,-13.184,-36.133,-25.879,0.000
1605290418.273,-9.766,-17.090,-34.180,-25.391,0.000
1605290418.277,0.977,-25.391,-39.062,-28.320,0.000
1605290418.281,-14.648,-23.926,-46.875,-34.668,0.000
1605290418.285,-19.531,-16.113,-42.480,-29.297,0.000
1605290418.289,-21.484,-12.207,-35.645,-24.902,0.000
1605290418.293,-5.859,-32.227,-29.785,-13.184,0.000
1605290418.297,5.371,-47.363,-29.297,-10.254,0.000
1605290418.301,-11.719,-30.273,-41.992,-31.738,0.000
1605290418.305,-9.766,-23.438,-39.062,-28.320,0.000
1605290418.309,-10.254,-17.090,-40.039,-22.949,0.000
1605290418.313,2.441,-35.156,-28.809,-9.277,0.000
1605290418.316,2.441,-49.805,-27.832,-10.742,0.000
1605290418.320,-23.438,-31.738,-41.992,-33.691,0.000
1605290418.324,-30.762,-23.438,-33.691,-29.785,0.000
1605290418.328,-25.391,-20.996,-28.320,-20.020,0.000
1605290418.332,-20.020,-25.879,-22.949,-16.602,0.000
1605290418.336,-27.344,-36.621,-25.879,-19.531,0.000
1605290418.340,-32.227,-36.621,-27.344,-27.344,0.000
1605290418.344,-25.391,-26.855,-21.973,-24.414,0.000
1605290418.348,-37.109,-23.926,-24.902,-24.902,0.000
1605290418.352,-34.668,-47.363,-10.254,-15.137,0.000
1605290418.355,-26.855,-55.176,-15.625,-13.672,0.000
1605290418.359,-38.574,-39.062,-34.180,-29.297,0.000
1605290418.363,-44.922,-39.062,-31.738,-29.297,0.000
1605290418.367,-45.410,-32.715,-27.832,-25.391,0.000
1605290418.371,-39.062,-28.809,-28.320,-23.926,0.000
1605290418.375,-36.133,-32.715,-31.738,-28.320,0.000
1605290418.379,-40.039,-35.645,-35.645,-37.109,0.000
1605290418.383,-38.574,-30.762,-37.598,-35.156,0.000
1605290418.387,-35.156,-30.273,-28.809,-27.832,0.000
1605290418.391,-31.250,-47.852,-30.762,-24.414,0.000
1605290418.395,-33.691,-45.898,-40.527,-28.320,0.000
1605290418.398,-39.551,-40.527,-41.016,-36.133,0.000
1605290418.402,-41.016,-40.039,-40.039,-41.992,0.000
1605290418.406,-41.992,-33.203,-39.551,-37.109,0.000
1605290418.410,-34.668,-25.879,-32.227,-31.250,0.000
1605290418.414,-32.715,-27.832,-33.203,-32.715,0.000
1605290418.418,-34.668,-36.621,-34.668,-38.574,0.000
1605290418.422,-34.668,-37.109,-32.715,-39.551,0.000
1605290418.426,-41.992,-32.715,-29.297,-29.785,0.000
1605290418.430,-32.227,-36.133,-25.879,-16.113,0.000
1605290418.434,-25.879,-31.250,-24.902,-20.020,0.000
1605290418.438,-34.668,-20.508,-25.879,-38.086,0.000
1605290418.441,-37.598,-20.020,-30.273,-41.016,0.000
1605290418.445,-29.785,-45.410,-26.855,-29.297,0.000
1605290418.449,-34.668,-47.363,-20.508,-22.461,0.000
1605290418.453,-45.898,-26.855,-27.832,-27.344,0.000
1605290418.457,-44.434,-33.691,-35.645,-35.156,0.000
1605290418.461,-39.551,-29.785,-34.668,-36.133,0.000
1605290418.465,-39.062,-27.832,-27.832,-30.762,0.000
1605290418.469,-39.062,-21.484,-23.926,-25.391,0.000
1605290418.473,-32.227,-25.879,-20.020,-24.414,0.000
1605290418.477,-33.203,-29.297,-26.367,-29.785,0.000
1605290418.480,-28.809,-35.156,-28.320,-34.180,0.000
1605290418.484,-8.789,-46.875,-12.695,-20.020,0.000
1605290418.488,-15.625,-26.367,-20.508,-22.461,0.000
1605290418.492,-22.461,-20.996,-27.832,-26.855,0.000
1605290418.496,-21.973,-32.715,-29.297,-32.227,0.000
1605290418.500,-28.809,-34.668,-28.809,-39.551,0.000
1605290418.504,-27.832,-28.320,-28.809,-40.039,0.000
1605290418.508,-34.668,-24.902,-32.715,-39.062,0.000
1605290418.512,-32.227,-28.320,-28.809,-33.691,0.000
1605290418.516,-22.949,-30.273,-30.273,-30.762,0.000
1605290418.520,-17.090,-26.855,-28.809,-28.320,0.000
1605290418.523,-21.973,-28.320,-30.273,-37.109,0.000
1605290418.527,-32.227,-20.508,-27.344,-37.598,0.000
1605290418.531,-23.438,-11.719,-23.438,-25.391,0.000
1605290418.535,-30.762,-20.508,-38.574,-38.574,0.000
1605290418.539,2.441,-57.129,4.883,-5.859,0.000
1605290418.543,3.418,-58.594,17.578,0.977,0.000
1605290418.547,-42.969,-31.250,-28.809,-45.898,0.000
1605290418.551,-45.410,-32.715,-33.691,-44.434,0.000
1605290418.555,-42.969,-33.203,-32.715,-38.574,0.000
1605290418.559,-28.320,-34.180,-31.250,-40.527,0.000
1605290418.563,-32.715,-32.715,-37.109,-48.828,0.000
1605290418.566,-36.133,-26.855,-35.156,-45.410,0.000
1605290418.570,-36.133,-23.926,-36.133,-39.551,0.000
1605290418.574,-34.180,-27.344,-21.484,-28.809,0.000
1605290418.578,-25.879,-39.551,-0.488,-4.883,0.000
1605290418.582,-44.434,-38.574,-30.762,-31.738,0.000
1605290418.586,-50.293,-25.391,-37.598,-43.945,0.000
1605290418.590,-54.688,-29.785,-27.832,-30.762,0.000
1605290418.594,-49.805,-43.945,-36.133,-33.203,0.000
1605290418.598,-41.016,-45.898,-41.016,-38.574,0.000
1605290418.602,-52.246,-38.086,-39.062,-42.969,0.000
1605290418.605,-59.570,-29.785,-36.133,-39.062,0.000
1605290418.609,-43.457,-17.578,-30.762,-34.668,0.000
1605290418.613,-33.203,-24.902,-28.809,-36.133,0.000
1605290418.617,-32.227,-41.504,-33.203,-40.039,0.000
1605290418.621,-27.344,-35.645,-35.156,-41.016,0.000
1605290418.625,-21.973,-20.020,-28.320,-28.809,0.000
1605290418.629,-15.625,-24.902,-27.832,-9.766,0.000
1605290418.633,-0.488,-43.945,-18.066,-3.906,0.000
1605290418.637,-13.672,-42.480,-20.996,-22.461,0.000
1605290418.641,-42.480,-27.832,-43.945,-43.457,0.000
1605290418.645,-39.062,-22.461,-44.434,-41.992,0.000
1605290418.648,-30.762,-13.672,-43.457,-31.250,0.000
1605290418.652,-27.344,-20.508,-48.340,-29.297,0.000
1605290418.656,-22.461,-29.785,-53.711,-36.621,0.000
1605290418.660,-21.484,-22.949,-55.176,-36.621,0.000
1605290418.664,-29.297,-15.625,-56.152,-40.039,0.000
1605290418.668,-29.297,-23.926,-52.246,-41.992,0.000
1605290418.672,-20.020,-32.715,-48.828,-38.574,0.000
1605290418.676,-19.043,-25.391,-55.664,-46.875,0.000
1605290418.680,-17.578,-26.855,-61.523,-54.688,0.000
1605290418.684,-11.230,-22.949,-63.965,-54.688,0.000
1605290418.688,-4.883,-10.742,-61.523,-48.828,0.000
1605290418.691,7.812,-13.672,-57.129,-41.992,0.000
1605290418.695,9.277,-15.137,-54.688,-46.875,0.000
1605290418.699,10.742,-11.719,-52.734,-50.781,0.000
1605290418.703,17.090,0.488,-46.387,-45.898,0.000
1605290418.707,0.000,2.441,-40.527,-34.668,0.000
1605290418.711,-14.648,-9.277,-47.852,-25.879,0.000
1605290418.715,-8.301,-8.789,-50.293,-29.297,0.000
1605290418.719,-11.719,-6.348,-42.480,-33.203,0.000
1605290418.723,-23.438,-6.836,-45.898,-41.992,0.000
1605290418.727,-29.785,-26.855,-48.828,-37.598,0.000
1605290418.730,-32.227,-29.785,-44.922,-30.273,0.000
1605290418.734,-35.645,-21.484,-44.434,-39.551,0.000
1605290418.738,-26.367,-27.832,-45.898,-40.039,0.000
1605290418.742,-8.789,-20.020,-39.062,-32.715,0.000
1605290418.746,-2.930,-8.789,-35.156,-26.855,0.000
1605290418.750,-2.930,2.930,-34.180,-19.043,0.000
1605290418.754,-0.977,-12.695,-32.715,-20.508,0.000
1605290418.758,8.301,-20.508,-35.645,-20.508,0.000
1605290418.762,-0.488,-38.574,-42.969,-21.973,0.000
1605290418.766,-13.184,-84.473,-55.176,-26.855,0.000
1605290418.770,-2.441,-33.691,-40.039,-17.578,0.000
1605290418.773,-3.418,-11.719,-29.785,-17.578,0.000
1605290418.777,-4.883,-24.902,-31.250,-21.484,0.000
1605290418.781,-4.883,-20.020,-36.621,-24.414,0.000
1605290418.785,-15.625,-23.926,-39.062,-24.902,0.000
1605290418.789,-18.066,-24.414,-29.297,-17.090,0.000
1605290418.793,-20.996,-27.832,-31.250,-17.578,0.000
1605290418.797,-25.879,-28.320,-33.203,-16.113,0.000
1605290418.801,-25.879,-30.273,-30.273,-21.484,0.000
1605290418.805,-24.414,-31.738,-31.250,-27.344,0.000
1605290418.809,-21.973,-23.438,-26.855,-22.461,0.000
1605290418.813,-16.113,-16.602,-23.438,-17.090,0.000
1605290418.816,-11.719,-23.438,-28.809,-17.090,0.000
1605290418.820,-21.973,-54.688,-35.156,-29.297,0.000
1605290418.824,-18.066,-43.457,-23.438,-16.602,0.000
1605290418.828,-12.207,-15.137,-14.648,1.465,0.000
1605290418.832,-13.184,-17.578,-18.066,-1.465,0.000
1605290418.836,-15.137,-34.180,-23.438,-10.254,0.000
1605290418.840,-21.973,-73.730,-30.273,-20.020,0.000
1605290418.844,-18.066,-46.387,-22.461,-10.254,0.000
1605290418.848,-12.207,-19.531,-17.578,-5.371,0.000
1605290418.852,-14.648,-23.926,-22.949,-12.695,0.000
1605290418.855,-17.090,-45.898,-21.484,-11.230,0.000
1605290418.859,-14.648,-78.613,-19.043,-12.695,0.000
1605290418.863,-20.020,-48.340,-19.531,-19.043,0.000
1605290418.867,-22.461,-22.949,-19.043,-19.531,0.000
1605290418.871,-22.949,-25.391,-19.531,-18.555,0.000
1605290418.875,-20.020,-37.109,-20.020,-15.137,0.000
1605290418.879,-19.531,-42.480,-22.949,-19.531,0.000
1605290418.883,-21.484,-33.203,-22.949,-19.043,0.000
1605290418.887,-22.461,-30.762,-27.344,-11.719,0.000
1605290418.891,-22.461,-33.691,-33.691,-8.789,0.000
1605290418.895,-15.137,-38.574,-25.879,-5.371,0.000
1605290418.898,-17.578,-52.246,-17.578,-15.625,0.000
1605290418.902,-25.391,-45.898,-22.461,-23.926,0.000
1605290418.906,-26.367,-18.555,-22.461,-22.949,0.000
1605290418.910,-29.297,-4.395,-14.648,-19.043,0.000
1605290418.914,-9.277,-44.434,-7.324,-8.301,0.000
1605290418.918,1.953,-46.875,-14.648,-15.625,0.000
1605290418.922,-14.160,-6.348,-27.832,-32.227,0.000
1605290418.926,-20.508,-11.719,-28.809,-23.438,0.000
1605290418.930,-20.996,-24.414,-25.391,-6.348,0.000
1605290418.934,-19.043,-23.438,-19.531,-16.602,0.000
1605290418.938,-22.949,-18.066,-20.508,-39.551,0.000
1605290418.941,-25.391,-23.926,-28.320,-35.156,0.000
1605290418.945,-27.344,-23.926,-31.738,-27.832,0.000
1605290418.949,-32.715,-25.879,-26.367,-36.621,0.000
1605290418.953,-29.297,-43.457,-27.344,-44.434,0.000
1605290418.957,-32.227,-39.551,-30.762,-45.410,0.000
1605290418.961,-46.875,-34.668,-28.809,-43.457,0.000
1605290418.965,-41.992,-31.738,-22.949,-35.645,0.000
1605290418.969,-34.180,-26.367,-18.066,-25.879,0.000
1605290418.973,-37.109,-30.273,-17.578,-24.902,0.000
1605290418.977,-43.457,-39.551,-21.484,-32.227,0.000
1605290418.980,-41.016,-36.133,-23.438,-33.691,0.000
1605290418.984,-39.551,-32.715,-23.438,-32.715,0.000
1605290418.988,-38.574,-32.227,-18.066,-26.855,0.000
1605290418.992,-30.273,-30.762,-18.555,-17.090,0.000
1605290418.996,-41.016,-38.086,-23.926,-20.508,0.000
1605290419.000,-48.340,-33.691,-20.996,-31.250,0.000
1605290419.004,-40.527,-33.203,-18.555,-41.504,0.000
1605290419.008,-42.969,-34.668,-17.090,-35.156,0.000
1605290419.012,-41.992,-30.273,-22.461,-25.879,0.000
1605290419.016,-29.297,-31.738,-25.879,-29.297,0.000
1605290419.020,-30.273,-34.180,-27.832,-32.715,0.000
1605290419.023,-30.273,-31.738,-27.344,-30.273,0.000
1605290419.027,-10.742,-32.227,-10.254,-11.719,0.000
1605290419.031,-11.230,-24.414,-10.742,-7.324,0.000
1605290419.035,-21.973,-29.297,-27.832,-21.484,0.000
1605290419.039,-20.020,-34.180,-30.762,-27.344,0.000
1605290419.043,-25.879,-38.574,-29.785,-28.809,0.000
1605290419.047,-50.293,-52.246,-37.109,-29.297,0.000
1605290419.051,-55.176,-37.598,-30.762,-23.926,0.000
1605290419.055,-43.457,-25.391,-22.949,-28.320,0.000
1605290419.059,-42.480,-32.715,-28.320,-39.062,0.000
1605290419.063,-36.621,-39.551,-29.785,-41.504,0.000
1605290419.066,-36.621,-33.691,-27.344,-40.039,0.000
1605290419.070,-39.062,-29.297,-27.832,-32.227,0.000
1605290419.074,-35.645,-37.109,-32.227,-29.785,0.000
1605290419.078,-35.156,-41.992,-34.180,-41.016,0.000
1605290419.082,-32.227,-35.645,-30.762,-41.504,0.000
1605290419.086,-30.762,-32.227,-28.320,-30.273,0.000
1605290419.090,-34.180,-26.855,-27.832,-22.949,0.000
1605290419.094,-25.391,-15.625,-21.484,-21.484,0.000
1605290419.098,-16.602,-20.020,-27.344,-33.203,0.000
1605290419.102,-3.906,-12.695,-10.742,-17.090,0.000
1605290419.105,-23.438,-19.531,-9.277,-16.602,0.000
1605290419.109,-46.875,-29.297,-25.391,-25.879,0.000
1605290419.113,-45.898,-30.762,-20.020,-11.719,0.000
1605290419.117,-46.875,-41.504,-26.855,-20.508,0.000
1605290419.121,-43.945,-38.574,-31.738,-37.109,0.000
1605290419.125,-50.293,-32.715,-36.621,-45.898,0.000
1605290419.129,-42.969,-25.391,-33.203,-33.691,0.000
1605290419.133,-39.551,-30.273,-26.855,-29.297,0.000
1605290419.137,-43.945,-31.738,-30.273,-35.156,0.000
1605290419.141,-35.156,-14.648,-24.902,-31.738,0.000
1605290419.145,-39.062,-29.297,-31.738,-40.527,0.000
1605290419.148,-37.109,-36.133,-32.715,-32.715,0.000
1605290419.152,-35.156,-33.203,-31.738,-30.273,0.000
1605290419.156,-38.086,-37.109,-37.109,-41.504,0.000
1605290419.160,-35.645,-37.109,-39.551,-41.504,0.000
1605290419.164,-32.227,-37.109,-36.621,-37.598,0.000
1605290419.168,-36.133,-32.715,-32.227,-27.832,0.000
1605290419.172,-38.086,-31.250,-31.250,-26.855,0.000
1605290419.176,-33.691,-38.086,-23.926,-34.668,0.000
1605290419.180,-37.109,-42.969,-31.250,-33.203,0.000
1605290419.184,-41.016,-41.992,-37.598,-38.086,0.000
1605290419.188,-34.180,-35.156,-26.855,-30.273,0.000
1605290419.191,-32.227,-27.344,-25.879,-22.949,0.000
1605290419.195,11.230,-9.766,9.277,5.859,0.000
1605290419.199,15.137,-21.484,3.418,-2.930,0.000
1605290419.203,-30.273,-39.551,-37.109,-43.945,0.000
1605290419.207,-34.180,-29.785,-35.156,-42.480,0.000
1605290419.211,-31.738,-32.227,-34.668,-33.691,0.000
1605290419.215,-27.344,-38.086,-30.762,-25.879,0.000
1605290419.219,-30.762,-41.504,-32.715,-31.250,0.000
1605290419.223,-33.691,-40.527,-29.785,-33.691,0.000
1605290419.227,-40.039,-36.133,-30.762,-33.203,0.000
1605290419.230,-37.109,-34.668,-18.066,-21.484,0.000
1605290419.234,-23.926,-33.691,-4.395,-12.207,0.000
1605290419.238,-31.738,-38.086,-23.926,-29.297,0.000
1605290419.242,-39.551,-41.992,-30.273,-39.551,0.000
1605290419.246,-39.551,-36.133,-26.367,-33.203,0.000
1605290419.250,-34.668,-32.227,-22.461,-24.414,0.000
1605290419.254,-36.621,-32.715,-20.020,-30.273,0.000
1605290419.258,-31.250,-42.480,-25.391,-38.574,0.000
1605290419.262,-31.738,-45.410,-29.297,-37.598,0.000
1605290419.266,-39.551,-30.273,-28.320,-30.762,0.000
1605290419.270,-30.273,-16.602,-24.414,-20.996,0.000
1605290419.273,-27.344,-16.602,-23.438,-21.973,0.000
1605290419.277,-33.203,-31.250,-28.809,-35.156,0.000
1605290419.281,-33.691,-32.715,-34.668,-37.598,0.000
1605290419.285,-36.133,-20.020,-37.598,-36.621,0.000
1605290419.289,-26.855,-83.496,-23.926,-24.414,0.000
1605290419.293,-20.996,-83.496,-22.949,-22.949,0.000
1605290419.297,-26.855,-19.043,-32.715,-34.668,0.000
1605290419.301,-31.250,-28.320,-30.762,-35.645,0.000
1605290419.305,-37.109,-29.297,-29.297,-36.621,0.000
1605290419.309,-34.668,-25.879,-24.414,-30.762,0.000
1605290419.313,-37.109,-23.926,-26.367,-31.250,0.000
1605290419.316,-35.645,-41.016,-28.320,-37.598,0.000
1605290419.320,-34.180,-38.086,-26.855,-37.598,0.000
1605290419.324,-35.645,-38.574,-25.391,-29.297,0.000
1605290419.328,-41.016,-71.777,-23.926,-30.273,0.000
1605290419.332,-40.527,-32.227,-22.949,-31.738,0.000
1605290419.336,-34.180,-2.441,-29.297,-30.762,0.000
1605290419.340,-40.527,-15.137,-35.645,-38.574,0.000
1605290419.344,-38.574,-42.480,-36.133,-39.551,0.000
1605290419.348,-35.645,-39.062,-33.203,-35.156,0.000
1605290419.352,-42.969,-9.766,-29.785,-33.203,0.000
1605290419.355,-47.363,-30.273,-29.297,-33.203,0.000
1605290419.359,-47.852,-45.898,-36.621,-45.410,0.000
1605290419.363,-44.434,-34.668,-44.434,-49.316,0.000
1605290419.367,-40.039,-40.039,-37.598,-35.645,0.000
1605290419.371,-41.016,-32.715,-25.391,-29.297,0.000
1605290419.375,-40.039,-14.160,-19.043,-33.203,0.000
1605290419.379,-37.109,-19.531,-25.879,-39.551,0.000
1605290419.383,-26.855,-58.594,-23.926,-30.762,0.000
1605290419.387,-25.391,-47.363,-14.160,-17.090,0.000
1605290419.391,-34.180,-15.137,-15.137,-18.066,0.000
1605290419.395,-31.738,-24.902,-21.973,-24.414,0.000
1605290419.398,-31.738,-33.203,-28.809,-38.574,0.000
1605290419.402,-41.992,-39.062,-26.855,-45.898,0.000
1605290419.406,-43.457,-34.180,-22.461,-43.945,0.000
1605290419.410,-45.898,-34.668,-22.949,-41.016,0.000
1605290419.414,-58.105,-26.855,-21.973,-46.875,0.000
1605290419.418,-63.965,-49.316,-33.691,-67.871,0.000
1605290419.422,-51.270,-94.727,-43.457,-70.801,0.000
1605290419.426,-47.363,-38.574,-32.227,-49.805,0.000
1605290419.430,-80.566,-2.441,-25.879,-68.359,0.000
1605290419.434,-103.027,-17.578,-27.832,-92.285,0.000
1605290419.438,-107.910,-22.949,-23.926,-102.539,0.000
1605290419.441,-119.629,-19.043,-20.996,-117.676,0.000
1605290419.445,-133.789,-17.578,-15.625,-117.676,0.000
1605290419.449,-148.926,-27.832,-7.812,-122.559,0.000
1605290419.453,-161.621,-32.227,-6.836,-131.348,0.000
1605290419.457,-160.156,-36.621,-9.277,-128.906,0.000
1605290419.461,-160.156,-33.691,-8.301,-129.395,0.000
1605290419.465,-166.504,-27.344,1.953,-131.348,0.000
1605290419.469,-162.598,-31.250,11.230,-116.211,0.000
1605290419.473,-165.039,-36.621,6.836,-119.629,0.000
1605290419.477,-149.414,-52.734,12.695,-113.770,0.000
1605290419.480,-139.160,-63.965,20.020,-104.980,0.000
1605290419.484,-150.879,-60.059,12.207,-114.746,0.000
1605290419.488,-143.555,-40.039,23.926,-96.191,0.000
1605290419.492,-135.742,-45.898,30.762,-90.820,0.000
1605290419.496,-127.441,-78.613,22.461,-88.867,0.000
1605290419.500,-121.094,-65.918,19.043,-83.008,0.000
1605290419.504,-119.141,-66.895,16.602,-81.055,0.000
1605290419.508,-105.469,-81.055,23.438,-61.035,0.000
1605290419.512,-101.562,-78.125,18.555,-52.246,0.000
1605290419.516,-102.051,-114.258,-7.324,-58.105,0.000
1605290419.520,-75.195,-70.312,-1.465,-43.457,0.000
1605290419.523,-51.270,-31.250,12.207,-26.367,0.000
1605290419.527,-47.852,-49.316,18.555,-8.301,0.000
1605290419.531,-46.875,-57.617,14.160,2.930,0.000
1605290419.535,-30.273,-61.035,7.812,15.625,0.000
1605290419.539,-24.902,-62.988,6.348,12.695,0.000
1605290419.543,-20.020,-52.734,1.465,6.348,0.000
1605290419.547,-10.742,-40.039,2.441,14.648,0.000
1605290419.551,-8.789,-46.875,5.859,24.902,0.000
1605290419.555,-4.883,-66.895,-0.488,25.879,0.000
1605290419.559,2.930,-70.312,-5.859,22.461,0.000
1605290419.563,7.812,-47.852,-2.930,21.973,0.000
1605290419.566,4.395,-49.316,-5.371,18.555,0.000
1605290419.570,9.766,-81.055,-7.324,21.973,0.000
1605290419.574,15.137,-68.848,-8.789,27.832,0.000
1605290419.578,13.184,-43.457,-16.113,20.996,0.000
1605290419.582,6.348,-45.898,-22.461,12.695,0.000
1605290419.586,-1.465,-38.574,-24.902,13.672,0.000
1605290419.590,9.766,-38.086,-20.996,23.926,0.000
1605290419.594,14.648,-41.504,-16.602,31.250,0.000
1605290419.598,14.648,-49.316,-17.090,24.902,0.000
1605290419.602,9.277,-40.527,-28.809,13.184,0.000
1605290419.605,4.883,-35.645,-29.297,16.113,0.000
1605290419.609,12.695,-50.781,-19.043,26.367,0.000
1605290419.613,9.277,-35.156,-20.508,17.090,0.000
1605290419.617,10.742,-29.785,-25.879,4.395,0.000
1605290419.621,14.648,-27.832,-26.367,-0.488,0.000
1605290419.625,-0.977,-33.691,-35.645,-7.812,0.000
1605290419.629,-3.906,-42.969,-38.086,-7.812,0.000
1605290419.633,4.883,-29.785,-28.320,0.000,0.000
1605290419.637,4.883,-19.531,-27.832,-0.488,0.000
1605290419.641,5.859,-15.625,-30.762,-7.812,0.000
1605290419.645,5.371,-20.996,-25.391,-9.766,0.000
1605290419.648,0.000,-23.438,-29.297,-5.859,0.000
1605290419.652,-3.906,-23.926,-33.691,-5.859,0.000
1605290419.656,-1.465,-22.461,-32.227,-11.719,0.000
1605290419.660,0.488,-20.508,-34.668,-15.625,0.000
1605290419.664,-10.742,-80.078,-49.805,-25.879,0.000
1605290419.668,-19.531,-76.660,-47.363,-20.996,0.000
1605290419.672,-8.789,-5.371,-22.461,0.977,0.000
1605290419.676,-3.418,-15.137,-20.996,0.977,0.000
1605290419.680,-13.672,-33.691,-32.227,-20.020,0.000
1605290419.684,-20.020,-40.527,-37.598,-31.250,0.000
1605290419.688,-18.066,-25.391,-35.645,-23.438,0.000
1605290419.691,-20.508,-21.484,-39.062,-21.484,0.000
1605290419.695,-19.531,-16.113,-35.156,-20.508,0.000
1605290419.699,-24.414,-38.086,-41.992,-33.203,0.000
1605290419.703,-34.668,-108.887,-51.758,-45.410,0.000
1605290419.707,-23.438,-58.105,-35.645,-24.902,0.000
1605290419.711,-15.625,-7.324,-27.832,-13.672,0.000
1605290419.715,-12.207,-13.672,-24.414,-11.230,0.000
1605290419.719,-10.254,-19.043,-23.926,-12.695,0.000
1605290419.723,-15.137,-25.879,-28.320,-23.438,0.000
1605290419.727,-20.996,-16.113,-28.809,-27.344,0.000
1605290419.730,-26.367,-12.207,-21.973,-20.996,0.000
1605290419.734,-25.879,-19.531,-20.996,-21.484,0.000
1605290419.738,-24.414,-33.691,-27.832,-24.414,0.000
1605290419.742,-20.020,-35.156,-29.297,-23.926,0.000
1605290419.746,-20.020,-26.367,-27.344,-26.367,0.000
1605290419.750,-23.926,-21.973,-24.414,-24.414,0.000
