timestamps,TP9,AF7,AF8,TP10,Right AUX
1605290410.715,-32.227,-28.320,-41.016,-33.691,0.000
1605290410.719,-36.621,-44.434,-42.480,-47.363,0.000
1605290410.723,-35.645,-40.527,-39.062,-41.504,0.000
1605290410.727,-35.645,-23.438,-32.715,-27.344,0.000
1605290410.730,-36.621,-21.973,-31.250,-22.461,0.000
1605290410.734,-31.738,-27.832,-33.691,-32.715,0.000
1605290410.738,-26.855,-34.180,-32.227,-40.527,0.000
1605290410.742,-29.297,-30.762,-29.785,-40.039,0.000
1605290410.746,-38.086,-26.367,-27.344,-39.062,0.000
1605290410.750,-34.180,-17.090,-33.203,-32.715,0.000
1605290410.754,-27.344,-20.996,-31.250,-26.855,0.000
1605290410.758,-30.762,-74.219,-23.926,-25.879,0.000
1605290410.762,-34.668,-62.988,-29.785,-31.738,0.000
1605290410.766,-37.109,-16.602,-26.367,-32.715,0.000
1605290410.770,-36.133,-14.160,-19.531,-23.926,0.000
1605290410.773,-33.203,-22.461,-21.973,-26.367,0.000
1605290410.777,-38.574,-36.621,-27.832,-37.598,0.000
1605290410.781,-45.898,-31.250,-33.691,-41.016,0.000
1605290410.785,-44.434,-25.391,-26.855,-27.832,0.000
1605290410.789,-43.457,-20.996,-28.320,-28.320,0.000
1605290410.793,-31.250,-44.922,-22.461,-28.320,0.000
1605290410.797,-26.367,-53.223,-14.648,-22.949,0.000
1605290410.801,-41.016,-33.203,-32.715,-41.016,0.000
1605290410.805,-40.039,-35.156,-38.086,-47.852,0.000
1605290410.809,-41.504,-24.902,-32.715,-38.574,0.000
1605290410.813,-31.738,-56.152,-25.391,-23.926,0.000
1605290410.816,-25.879,-64.453,-27.832,-28.809,0.000
1605290410.820,-37.109,-36.133,-41.016,-44.922,0.000
1605290410.824,-36.621,-32.227,-42.480,-35.645,0.000
1605290410.828,-42.480,-24.414,-35.645,-19.531,0.000
1605290410.832,-47.852,-33.203,-35.156,-23.438,0.000
1605290410.836,-35.156,-41.504,-40.527,-32.227,0.000
1605290410.840,-22.461,-37.109,-33.203,-28.320,0.000
1605290410.844,-24.414,-28.320,-27.344,-26.855,0.000
1605290410.848,-31.250,-23.926,-28.320,-22.461,0.000
1605290410.852,-29.297,-70.801,-29.785,-18.555,0.000
1605290410.855,-26.367,-57.617,-30.273,-20.020,0.000
1605290410.859,-27.344,-14.160,-35.156,-28.809,0.000
1605290410.863,-27.832,-20.020,-37.109,-31.738,0.000
1605290410.867,-30.762,-28.809,-31.738,-25.879,0.000
1605290410.871,-30.273,-35.156,-27.832,-22.461,0.000
1605290410.875,-32.227,-29.297,-31.738,-30.762,0.000
1605290410.879,-27.344,-35.156,-37.109,-41.504,0.000
1605290410.883,-26.367,-34.180,-43.457,-38.574,0.000
1605290410.887,-25.879,-49.316,-31.738,-23.926,0.000
1605290410.891,-24.414,-51.758,-20.996,-13.184,0.000
1605290410.895,-29.785,-27.832,-26.855,-24.902,0.000
1605290410.898,-36.133,-36.621,-33.691,-37.598,0.000
1605290410.902,-32.227,-32.715,-39.551,-36.621,0.000
1605290410.906,-25.879,-24.414,-33.691,-28.320,0.000
1605290410.910,-25.879,-20.996,-29.297,-20.508,0.000
1605290410.914,-27.344,-23.926,-31.738,-14.648,0.000
1605290410.918,-23.926,-38.574,-34.668,-25.879,0.000
1605290410.922,-21.484,-33.203,-34.668,-36.133,0.000
1605290410.926,-24.414,-35.645,-26.367,-23.438,0.000
1605290410.930,-29.785,-37.598,-21.484,-19.531,0.000
1605290410.934,-36.133,-31.738,-24.902,-27.344,0.000
1605290410.938,-41.504,-31.250,-34.180,-40.039,0.000
1605290410.941,-39.551,-33.691,-40.039,-44.922,0.000
1605290410.945,-24.902,-66.895,-23.438,-23.438,0.000
1605290410.949,-32.227,-42.969,-21.484,-23.438,0.000
1605290410.953,-38.574,-10.254,-32.715,-39.551,0.000
1605290410.957,-30.762,-21.484,-36.621,-42.480,0.000
1605290410.961,-32.715,-30.273,-36.133,-40.527,0.000
1605290410.965,-28.809,-32.715,-35.156,-34.180,0.000
1605290410.969,-30.762,-20.508,-36.133,-28.320,0.000
1605290410.973,-32.227,-21.484,-29.297,-27.832,0.000
1605290410.977,-41.016,-19.043,-38.574,-41.016,0.000
1605290410.980,-34.668,-64.453,-31.250,-35.156,0.000
1605290410.984,-21.973,-85.449,-24.414,-20.996,0.000
1605290410.988,-35.156,-31.738,-35.156,-26.367,0.000
1605290410.992,-40.527,-24.902,-34.668,-20.508,0.000
1605290410.996,-37.109,-33.691,-43.457,-28.809,0.000
1605290411.000,-32.227,-41.016,-40.527,-41.504,0.000
1605290411.004,-37.109,-39.551,-36.621,-41.992,0.000
1605290411.008,-40.527,-26.367,-34.180,-35.156,0.000
1605290411.012,-42.480,-21.484,-29.785,-31.738,0.000
1605290411.016,-38.086,-23.926,-36.621,-35.156,0.000
1605290411.020,-34.668,-36.133,-45.898,-42.480,0.000
1605290411.023,-38.574,-38.086,-40.039,-43.457,0.000
1605290411.027,-30.273,-29.297,-27.344,-27.832,0.000
1605290411.031,-27.344,-23.438,-28.809,-17.090,0.000
1605290411.035,-23.438,-29.785,-35.156,-22.461,0.000
1605290411.039,-17.578,-71.777,-25.879,-20.508,0.000
1605290411.043,-33.203,-58.594,-24.902,-21.973,0.000
1605290411.047,-44.434,-22.949,-32.227,-16.602,0.000
1605290411.051,-46.875,-25.879,-32.715,-19.043,0.000
1605290411.055,-41.016,-26.855,-31.738,-26.855,0.000
1605290411.059,-34.180,-30.762,-34.180,-32.715,0.000
1605290411.063,-41.016,-29.785,-39.551,-42.969,0.000
1605290411.066,-41.504,-26.855,-30.273,-34.668,0.000
1605290411.070,-41.992,-18.555,-32.715,-28.809,0.000
1605290411.074,-39.062,-60.547,-28.320,-25.391,0.000
1605290411.078,-33.203,-79.102,-23.438,-25.391,0.000
1605290411.082,-39.062,-32.715,-37.598,-36.621,0.000
1605290411.086,-39.551,-25.391,-28.809,-34.668,0.000
1605290411.090,-43.457,-26.367,-25.391,-30.762,0.000
1605290411.094,-37.598,-35.645,-25.391,-24.414,0.000
1605290411.098,-24.902,-38.574,-28.809,-32.715,0.000
1605290411.102,-23.926,-35.645,-35.645,-44.434,0.000
1605290411.105,-29.297,-34.180,-34.180,-40.039,0.000
1605290411.109,-31.738,-26.855,-29.297,-27.832,0.000
1605290411.113,-22.461,-28.320,-21.484,-19.531,0.000
1605290411.117,-22.461,-34.180,-23.438,-34.180,0.000
1605290411.121,-39.551,-38.574,-30.762,-45.898,0.000
1605290411.125,-52.246,-35.156,-32.227,-41.016,0.000
1605290411.129,-53.223,-31.738,-28.320,-31.738,0.000
1605290411.133,-21.973,-94.238,-9.277,-8.301,0.000
1605290411.137,-24.414,-83.008,-20.508,-26.855,0.000
1605290411.141,-43.457,-25.879,-39.551,-51.270,0.000
1605290411.145,-35.156,-29.785,-37.598,-46.387,0.000
1605290411.148,-36.133,-27.344,-36.621,-33.691,0.000
1605290411.152,-40.039,-28.320,-38.086,-23.438,0.000
1605290411.156,-38.574,-28.809,-35.156,-31.738,0.000
1605290411.160,-36.621,-33.691,-32.715,-43.945,0.000
1605290411.164,-42.480,-23.438,-35.645,-43.457,0.000
1605290411.168,-26.855,-56.641,-22.949,-19.531,0.000
1605290411.172,-20.508,-78.125,-17.578,-10.254,0.000
1605290411.176,-27.832,-16.113,-24.414,-22.949,0.000
1605290411.180,-27.344,-17.090,-31.250,-38.574,0.000
1605290411.184,-40.039,-35.645,-48.828,-53.711,0.000
1605290411.188,-35.156,-35.645,-38.574,-38.574,0.000
1605290411.191,-30.762,-41.016,-30.762,-25.391,0.000
1605290411.195,-36.133,-32.227,-41.504,-30.273,0.000
1605290411.199,-34.180,-29.297,-40.039,-37.598,0.000
1605290411.203,-35.156,-29.785,-32.227,-35.645,0.000
1605290411.207,-43.945,-32.227,-29.785,-26.367,0.000
1605290411.211,-42.480,-30.762,-31.250,-21.484,0.000
1605290411.215,-42.969,-30.273,-32.715,-25.879,0.000
1605290411.219,-48.828,-31.250,-38.086,-41.016,0.000
1605290411.223,-46.387,-36.133,-42.969,-52.246,0.000
1605290411.227,-35.645,-90.332,-33.203,-40.039,0.000
1605290411.230,-41.016,-70.312,-27.344,-30.762,0.000
1605290411.234,-50.293,-17.090,-27.832,-35.645,0.000
1605290411.238,-40.527,-26.855,-32.227,-43.457,0.000
1605290411.242,-33.203,-36.133,-26.367,-42.969,0.000
1605290411.246,-39.062,-35.645,-20.020,-35.156,0.000
1605290411.250,-45.898,-24.414,-29.785,-28.320,0.000
1605290411.254,-44.434,-25.879,-28.809,-25.391,0.000
1605290411.258,-39.062,-14.648,-29.785,-36.133,0.000
1605290411.262,-37.598,-69.824,-33.203,-44.922,0.000
1605290411.266,-43.945,-117.188,-25.879,-42.480,0.000
1605290411.270,-46.875,-37.598,-32.715,-38.574,0.000
1605290411.273,-45.898,-14.648,-33.203,-35.645,0.000
1605290411.277,-44.922,-22.949,-32.227,-38.574,0.000
1605290411.281,-38.086,-20.508,-36.621,-41.504,0.000
1605290411.285,-35.645,-14.648,-31.250,-32.715,0.000
1605290411.289,-30.762,-9.277,-23.926,-21.484,0.000
1605290411.293,-22.461,-12.207,-22.949,-15.137,0.000
1605290411.297,-26.367,-26.855,-27.344,-20.996,0.000
1605290411.301,-31.250,-38.574,-28.320,-30.762,0.000
1605290411.305,-31.250,-36.621,-27.344,-23.438,0.000
1605290411.309,-32.715,-25.879,-26.855,-13.184,0.000
1605290411.313,-27.832,-13.672,-23.926,-9.766,0.000
1605290411.316,-19.531,-18.555,-22.461,-12.695,0.000
1605290411.320,-30.762,-32.227,-20.508,-26.855,0.000
1605290411.324,-38.574,-33.203,-17.578,-27.344,0.000
1605290411.328,-33.203,-29.785,-17.090,-17.090,0.000
1605290411.332,-39.551,-18.555,-20.020,-17.578,0.000
1605290411.336,-44.434,-43.945,-25.879,-27.344,0.000
1605290411.340,-36.133,-104.004,-31.250,-41.504,0.000
1605290411.344,-30.273,-59.082,-29.785,-41.992,0.000
1605290411.348,-28.320,-21.484,-26.367,-34.180,0.000
1605290411.352,-25.879,-12.207,-32.227,-30.273,0.000
1605290411.355,-20.020,-70.801,-35.156,-32.227,0.000
1605290411.359,-20.996,-112.793,-38.574,-47.852,0.000
1605290411.363,-38.086,-34.668,-42.480,-54.199,0.000
1605290411.367,-44.434,-14.648,-35.156,-39.551,0.000
1605290411.371,-51.270,-17.578,-35.645,-38.574,0.000
1605290411.375,-45.898,-39.551,-43.945,-41.016,0.000
1605290411.379,-39.551,-45.410,-43.457,-41.504,0.000
1605290411.383,-46.875,-28.809,-33.691,-45.410,0.000
1605290411.387,-41.504,-23.926,-29.297,-37.109,0.000
1605290411.391,-43.945,-19.531,-25.391,-29.785,0.000
1605290411.395,-43.457,-27.832,-24.414,-35.645,0.000
1605290411.398,-37.598,-38.574,-30.273,-38.086,0.000
1605290411.402,-43.945,-34.180,-32.227,-34.180,0.000
1605290411.406,-46.875,-18.066,-30.273,-31.250,0.000
1605290411.410,-48.828,-27.832,-27.832,-26.855,0.000
1605290411.414,-37.598,-89.844,-20.020,-17.578,0.000
1605290411.418,-31.250,-72.754,-27.832,-23.438,0.000
1605290411.422,-44.922,-27.344,-38.574,-41.992,0.000
1605290411.426,-44.922,-30.762,-36.133,-43.457,0.000
1605290411.430,-38.574,-27.832,-30.273,-27.832,0.000
1605290411.434,-33.203,-29.297,-26.367,-21.973,0.000
1605290411.438,-27.344,-23.438,-30.273,-31.250,0.000
1605290411.441,-31.250,-35.156,-40.527,-39.062,0.000
1605290411.445,-39.551,-24.414,-37.598,-30.273,0.000
1605290411.449,-36.621,-59.082,-33.691,-23.926,0.000
1605290411.453,-38.086,-88.867,-34.668,-33.691,0.000
1605290411.457,-35.156,-29.297,-28.320,-32.227,0.000
1605290411.461,-30.273,-18.066,-31.738,-34.668,0.000
1605290411.465,-37.109,-20.996,-32.227,-36.133,0.000
1605290411.469,-36.621,-27.344,-25.391,-22.461,0.000
1605290411.473,-35.156,-24.414,-20.996,-18.066,0.000
1605290411.477,-32.715,-24.414,-29.297,-30.273,0.000
1605290411.480,-37.109,-32.227,-32.715,-37.109,0.000
1605290411.484,-55.664,-32.227,-28.320,-40.527,0.000
1605290411.488,-57.617,-33.691,-24.414,-38.086,0.000
1605290411.492,-45.898,-25.879,-26.855,-32.227,0.000
1605290411.496,-44.922,-27.344,-28.809,-35.645,0.000
1605290411.500,-41.504,-31.738,-26.367,-37.598,0.000
1605290411.504,-35.645,-35.645,-30.273,-37.598,0.000
1605290411.508,-40.039,-98.145,-42.969,-42.480,0.000
1605290411.512,-39.062,-73.730,-37.109,-31.738,0.000
1605290411.516,-31.738,-12.207,-26.855,-23.926,0.000
1605290411.520,-30.762,-27.832,-34.180,-36.133,0.000
1605290411.523,-27.832,-34.668,-38.086,-41.992,0.000
1605290411.527,-34.180,-30.762,-31.250,-36.621,0.000
1605290411.531,-39.062,-17.578,-19.531,-33.691,0.000
1605290411.535,-30.762,-23.438,-24.414,-33.691,0.000
1605290411.539,-27.832,-29.785,-34.180,-38.574,0.000
1605290411.543,-35.645,-49.805,-34.668,-40.527,0.000
1605290411.547,-41.504,-52.734,-31.250,-38.086,0.000
1605290411.551,-38.086,-19.531,-26.367,-34.180,0.000
1605290411.555,-33.691,-25.879,-26.855,-31.250,0.000
1605290411.559,-38.086,-15.625,-32.227,-35.156,0.000
1605290411.563,-39.062,-93.262,-39.062,-43.945,0.000
1605290411.566,-35.645,-113.770,-36.621,-39.551,0.000
1605290411.570,-42.480,-15.137,-35.156,-27.832,0.000
1605290411.574,-43.457,-18.555,-38.574,-29.297,0.000
1605290411.578,-41.504,-27.344,-35.645,-35.645,0.000
1605290411.582,-40.527,-32.715,-34.668,-43.945,0.000
1605290411.586,-43.457,-35.645,-33.203,-45.898,0.000
1605290411.590,-43.457,-26.367,-29.297,-37.109,0.000
1605290411.594,-33.203,-17.578,-29.297,-29.785,0.000
1605290411.598,-26.367,-22.461,-35.645,-27.832,0.000
1605290411.602,-22.949,-102.051,-29.297,-19.043,0.000
1605290411.605,-26.855,-81.543,-26.855,-20.508,0.000
1605290411.609,-28.809,-7.324,-25.879,-20.508,0.000
1605290411.613,-22.461,-13.184,-21.484,-12.695,0.000
1605290411.617,-18.066,-20.020,-26.367,-15.625,0.000
1605290411.621,-16.602,-28.320,-33.203,-25.391,0.000
1605290411.625,-12.695,-20.996,-37.598,-27.344,0.000
1605290411.629,-16.602,-22.461,-26.367,-15.625,0.000
1605290411.633,-33.691,-9.277,-18.555,-10.254,0.000
1605290411.637,-31.738,-63.477,-11.719,-3.418,0.000
1605290411.641,-22.949,-103.027,-8.789,-6.348,0.000
1605290411.645,-40.527,-28.809,-22.461,-24.414,0.000
1605290411.648,-41.992,-11.719,-22.949,-19.531,0.000
1605290411.652,-37.598,-16.602,-22.461,-10.742,0.000
1605290411.656,-38.574,-41.016,-29.297,-19.043,0.000
1605290411.660,-33.203,-45.410,-32.227,-31.738,0.000
1605290411.664,-38.574,-27.344,-32.227,-38.574,0.000
1605290411.668,-44.922,-23.438,-26.855,-34.668,0.000
1605290411.672,-39.551,-17.090,-19.531,-23.926,0.000
1605290411.676,-34.180,-24.414,-28.320,-20.508,0.000
1605290411.680,-33.203,-32.715,-35.156,-31.250,0.000
1605290411.684,-31.738,-30.273,-31.738,-34.180,0.000
1605290411.688,-35.156,-17.090,-27.344,-27.832,0.000
1605290411.691,-36.133,-14.160,-27.832,-27.344,0.000
1605290411.695,-17.578,-71.289,-19.043,-19.043,0.000
1605290411.699,-19.043,-67.871,-25.391,-34.180,0.000
1605290411.703,-30.273,-22.461,-38.574,-51.758,0.000
1605290411.707,-36.621,-19.043,-30.762,-37.109,0.000
1605290411.711,-52.246,-26.367,-31.738,-32.227,0.000
1605290411.715,-51.270,-36.621,-38.086,-37.109,0.000
1605290411.719,-50.781,-33.203,-37.598,-40.527,0.000
1605290411.723,-51.270,-45.898,-37.109,-48.340,0.000
1605290411.727,-49.316,-32.227,-40.039,-52.246,0.000
1605290411.730,-35.156,-58.105,-23.926,-27.832,0.000
1605290411.734,-19.531,-83.496,-13.672,-9.766,0.000
1605290411.738,-32.715,-34.180,-32.227,-30.273,0.000
1605290411.742,-36.621,-23.926,-32.715,-41.504,0.000
1605290411.746,-35.645,-24.414,-29.297,-37.109,0.000
1605290411.750,-37.109,-30.762,-30.273,-23.438,0.000
1605290411.754,-31.738,-29.297,-28.809,-15.137,0.000
1605290411.758,-26.855,-25.391,-30.273,-19.043,0.000
1605290411.762,-27.344,-32.715,-28.809,-31.250,0.000
1605290411.766,-28.320,-28.320,-30.762,-39.551,0.000
1605290411.770,-22.949,-25.879,-27.832,-29.297,0.000
1605290411.773,-18.066,-23.438,-19.043,-14.160,0.000
1605290411.777,-14.160,-23.926,-25.879,-18.066,0.000
1605290411.781,-20.020,-28.320,-37.109,-32.715,0.000
1605290411.785,-27.832,-28.320,-33.203,-33.691,0.000
1605290411.789,-15.137,-72.754,-17.090,-15.625,0.000
1605290411.793,-27.832,-65.430,-22.461,-21.484,0.000
1605290411.797,-38.086,-19.531,-32.715,-38.086,0.000
1605290411.801,-32.715,-16.113,-30.762,-40.527,0.000
1605290411.805,-33.691,-22.949,-27.832,-39.062,0.000
1605290411.809,-31.738,-28.809,-25.879,-35.156,0.000
1605290411.813,-35.645,-18.066,-22.461,-27.344,0.000
1605290411.816,-35.645,-32.227,-27.832,-28.320,0.000
1605290411.820,-41.504,-32.715,-43.457,-50.781,0.000
1605290411.824,-33.691,-76.660,-33.203,-43.457,0.000
1605290411.828,-21.973,-110.840,-14.648,-21.973,0.000
1605290411.832,-37.598,-37.598,-28.320,-31.250,0.000
1605290411.836,-39.062,-20.020,-37.109,-37.109,0.000
1605290411.840,-33.691,-33.203,-40.039,-44.434,0.000
1605290411.844,-38.086,-29.785,-39.062,-48.828,0.000
1605290411.848,-43.457,-29.785,-32.715,-42.480,0.000
1605290411.852,-43.457,-31.738,-27.344,-30.762,0.000
1605290411.855,-36.621,-28.809,-32.715,-25.879,0.000
1605290411.859,-31.250,-27.344,-38.086,-35.156,0.000
1605290411.863,-30.762,-28.320,-30.762,-37.598,0.000
1605290411.867,-28.320,-23.926,-33.203,-27.832,0.000
1605290411.871,-28.809,-17.090,-29.785,-20.996,0.000
1605290411.875,-24.414,-13.184,-27.832,-22.461,0.000
1605290411.879,-27.832,-24.902,-35.645,-30.762,0.000
1605290411.883,-40.527,-70.801,-33.691,-37.109,0.000
1605290411.887,-35.156,-59.570,-30.273,-37.109,0.000
1605290411.891,-35.645,-17.090,-24.414,-32.715,0.000
1605290411.895,-39.062,-24.902,-23.438,-24.414,0.000
1605290411.898,-28.809,-39.551,-26.855,-20.508,0.000
1605290411.902,-29.785,-35.156,-33.691,-39.062,0.000
1605290411.906,-43.457,-24.414,-42.480,-53.223,0.000
1605290411.910,-47.363,-25.391,-43.457,-40.039,0.000
1605290411.914,-41.504,-20.996,-41.504,-29.297,0.000
1605290411.918,-41.016,-46.387,-41.992,-31.738,0.000
1605290411.922,-35.645,-64.941,-35.156,-33.691,0.000
1605290411.926,-38.574,-31.250,-37.109,-35.645,0.000
1605290411.930,-45.898,-24.414,-34.180,-33.691,0.000
1605290411.934,-39.062,-22.461,-26.367,-20.996,0.000
1605290411.938,-33.691,-24.414,-30.762,-22.461,0.000
1605290411.941,-30.762,-36.621,-35.156,-31.738,0.000
1605290411.945,-33.203,-35.645,-40.527,-33.691,0.000
1605290411.949,-37.598,-26.855,-41.016,-29.785,0.000
1605290411.953,-26.367,-23.926,-30.762,-18.066,0.000
1605290411.957,-20.996,-29.785,-30.273,-24.414,0.000
1605290411.961,-25.879,-37.109,-35.645,-36.621,0.000
1605290411.965,-20.996,-38.574,-39.062,-37.598,0.000
1605290411.969,-23.438,-24.902,-35.156,-32.227,0.000
1605290411.973,-23.438,-20.508,-26.855,-20.020,0.000
1605290411.977,-28.809,-66.406,-40.527,-25.391,0.000
1605290411.980,-34.180,-62.500,-47.363,-33.203,0.000
1605290411.984,-23.438,-26.367,-37.109,-29.785,0.000
1605290411.988,-22.461,-27.344,-31.738,-24.414,0.000
1605290411.992,-24.414,-29.297,-34.668,-12.207,0.000
1605290411.996,-25.879,-31.738,-31.250,-13.184,0.000
1605290412.000,-30.273,-32.227,-24.414,-34.180,0.000
1605290412.004,-32.715,-33.203,-24.902,-42.480,0.000
1605290412.008,-41.504,-23.438,-31.250,-39.062,0.000
1605290412.012,-27.832,-58.594,-21.973,-20.996,0.000
1605290412.016,-8.301,-75.684,-13.184,-8.789,0.000
1605290412.020,-19.531,-31.250,-30.762,-29.785,0.000
1605290412.023,-28.809,-27.832,-33.203,-45.410,0.000
1605290412.027,-30.762,-25.879,-29.785,-52.734,0.000
1605290412.031,-39.551,-36.621,-29.785,-45.898,0.000
1605290412.035,-41.504,-40.527,-27.344,-35.645,0.000
1605290412.039,-32.715,-27.344,-25.879,-39.062,0.000
1605290412.043,-28.320,-33.691,-32.715,-42.480,0.000
1605290412.047,-26.367,-32.715,-35.645,-35.156,0.000
1605290412.051,-23.438,-27.832,-27.832,-19.531,0.000
1605290412.055,-23.438,-28.320,-27.344,-16.602,0.000
1605290412.059,-30.273,-29.785,-34.180,-27.832,0.000
1605290412.063,-38.574,-31.250,-41.016,-35.645,0.000
1605290412.066,-34.668,-25.391,-31.738,-32.715,0.000
1605290412.070,-27.344,-55.176,-13.184,-19.531,0.000
1605290412.074,-30.273,-45.410,-16.113,-17.578,0.000
1605290412.078,-32.227,-14.160,-22.949,-24.902,0.000
1605290412.082,-35.645,-26.367,-26.367,-32.227,0.000
1605290412.086,-37.598,-34.668,-28.320,-35.645,0.000
1605290412.090,-43.945,-32.715,-23.926,-27.344,0.000
1605290412.094,-46.875,-19.043,-20.996,-18.066,0.000
1605290412.098,-37.109,-29.297,-24.902,-21.484,0.000
1605290412.102,-28.320,-28.320,-33.203,-33.691,0.000
1605290412.105,-21.484,-50.781,-26.367,-28.320,0.000
1605290412.109,-24.902,-67.871,-11.230,-14.160,0.000
1605290412.113,-37.598,-27.832,-21.484,-22.949,0.000
1605290412.117,-41.504,-25.391,-30.273,-30.762,0.000
1605290412.121,-38.574,-30.762,-32.715,-33.691,0.000
1605290412.125,-33.203,-33.691,-31.250,-31.250,0.000
1605290412.129,-35.156,-32.715,-29.785,-23.926,0.000
1605290412.133,-33.691,-25.879,-35.156,-21.484,0.000
1605290412.137,-27.344,-23.926,-29.785,-20.020,0.000
1605290412.141,-24.414,-21.484,-26.367,-24.902,0.000
1605290412.145,-27.344,-29.297,-33.203,-33.691,0.000
1605290412.148,-32.715,-30.762,-26.855,-29.297,0.000
1605290412.152,-39.062,-31.738,-31.738,-26.367,0.000
1605290412.156,-36.621,-24.414,-39.551,-26.855,0.000
1605290412.160,-24.902,-26.367,-31.738,-32.715,0.000
1605290412.164,-15.137,-83.008,-19.531,-26.855,0.000
1605290412.168,-31.738,-66.406,-23.926,-30.273,0.000
1605290412.172,-40.527,-15.137,-32.715,-38.086,0.000
1605290412.176,-34.668,-19.531,-32.715,-28.320,0.000
1605290412.180,-40.527,-26.855,-30.762,-33.203,0.000
1605290412.184,-43.457,-38.086,-31.250,-39.062,0.000
1605290412.188,-41.504,-32.715,-37.598,-37.598,0.000
1605290412.191,-40.039,-26.855,-35.645,-36.621,0.000
1605290412.195,-33.203,-16.113,-31.738,-32.715,0.000
1605290412.199,-31.738,-66.406,-37.598,-27.832,0.000
1605290412.203,-40.039,-110.352,-34.180,-28.320,0.000
1605290412.207,-46.875,-48.828,-25.879,-36.133,0.000
1605290412.211,-47.852,-27.344,-24.414,-25.879,0.000
1605290412.215,-46.387,-25.391,-22.949,-20.996,0.000
1605290412.219,-41.504,-29.785,-24.902,-30.762,0.000
1605290412.223,-35.156,-39.062,-27.344,-34.668,0.000
1605290412.227,-34.668,-26.367,-24.902,-30.273,0.000
1605290412.230,-31.250,-19.043,-21.484,-22.461,0.000
1605290412.234,-28.320,-20.508,-20.020,-16.113,0.000
1605290412.238,-30.762,-21.484,-28.809,-23.438,0.000
1605290412.242,-21.484,-31.738,-34.668,-34.180,0.000
1605290412.246,-19.043,-29.297,-27.832,-32.715,0.000
1605290412.250,-23.926,-18.066,-24.902,-28.809,0.000
1605290412.254,-24.414,-19.531,-28.320,-21.973,0.000
1605290412.258,-10.742,-55.664,-11.719,-10.742,0.000
1605290412.262,-11.719,-54.199,-9.766,-20.508,0.000
1605290412.266,-26.855,-29.297,-28.320,-32.227,0.000
1605290412.270,-26.367,-28.809,-29.785,-28.320,0.000
1605290412.273,-29.297,-27.344,-26.855,-23.438,0.000
1605290412.277,-34.668,-30.273,-28.809,-21.973,0.000
1605290412.281,-32.715,-28.809,-34.180,-31.738,0.000
1605290412.285,-38.086,-30.762,-36.621,-40.039,0.000
1605290412.289,-49.316,-27.344,-34.180,-35.645,0.000
